,exon_chrom_start
ENSG00000227372,3745607
ENSG00000214193,36306368
ENSG00000242428,58824437
ENSG00000251059,81164940
ENSG00000223734,20052134
ENSG00000163689,58831686
ENSG00000254427,45355371
ENSG00000226205,133733536
ENSG00000235429,133315009
ENSG00000235967,133727368
ENSG00000251172,97481177
ENSG00000229727,7421261
ENSG00000131558,133253073
ENSG00000234378,20106740
ENSG00000213729,20155618
ENSG00000107201,32526061
ENSG00000286418,45412516
ENSG00000255519,45514187
ENSG00000255267,45371397
ENSG00000186815,113221050
ENSG00000255041,45513273
ENSG00000254746,45542444
ENSG00000233973,73306170
ENSG00000146007,140698680
ENSG00000271931,89080164
ENSG00000248458,66676976
ENSG00000118473,66533383
ENSG00000146278,89080751
ENSG00000253621,89243401
ENSG00000248231,89414117
ENSG00000254651,45399448
ENSG00000090372,46746149
ENSG00000258446,91419449
ENSG00000258798,91418266
ENSG00000142694,36323893
ENSG00000206406,31655467
ENSG00000132972,24764169
ENSG00000280323,219427477
ENSG00000165271,33473789
ENSG00000257954,49389516
ENSG00000270209,58552913
ENSG00000257464,49442424
ENSG00000235038,58060139
ENSG00000154548,89117823
ENSG00000223416,58056133
ENSG00000123352,49366584
ENSG00000229887,58047889
ENSG00000236204,19026641
ENSG00000168955,227379086
ENSG00000173406,57423930
ENSG00000143867,19358341
ENSG00000238008,33554636
ENSG00000228082,100427118
ENSG00000234597,19468354
ENSG00000112246,100464614
ENSG00000237992,19468997
ENSG00000288009,89145634
ENSG00000235911,19711715
ENSG00000163539,33501652
ENSG00000213403,19826249
ENSG00000286379,36329630
ENSG00000228784,19868860
ENSG00000161542,76353534
ENSG00000117625,211258377
ENSG00000168028,39406720
ENSG00000243224,52239258
ENSG00000258967,68887785
ENSG00000258531,68936602
ENSG00000116213,3649931
ENSG00000148690,93702375
ENSG00000072110,68978952
ENSG00000284629,227387683
ENSG00000267345,37078098
ENSG00000275547,37024886
ENSG00000230376,123765301
ENSG00000226902,123785009
ENSG00000245680,37210441
ENSG00000225795,122676580
ENSG00000188050,122697735
ENSG00000276241,36116177
ENSG00000274808,36176480
ENSG00000255364,122428421
ENSG00000173744,227472152
ENSG00000263443,122703067
ENSG00000255325,122489625
ENSG00000253819,122693881
ENSG00000286300,34128068
ENSG00000164619,33904308
ENSG00000162378,52726453
ENSG00000236375,68010205
ENSG00000226318,67960702
ENSG00000149136,57335730
ENSG00000148634,68039417
ENSG00000240973,115682389
ENSG00000243345,115789729
ENSG00000226904,68228651
ENSG00000206506,29824140
ENSG00000258422,70187123
ENSG00000267672,37091341
ENSG00000100865,102362845
ENSG00000267360,37207040
ENSG00000230546,58084419
ENSG00000248479,65702202
ENSG00000021852,56965857
ENSG00000272927,661209
ENSG00000188283,37217926
ENSG00000242686,652850
ENSG00000228929,52772194
ENSG00000235165,122769274
ENSG00000272043,122780760
ENSG00000272384,122779971
ENSG00000254662,57325603
ENSG00000173442,65576053
ENSG00000137547,54135241
ENSG00000274319,6365441
ENSG00000224264,31854232
ENSG00000178429,84560443
ENSG00000138175,102714273
ENSG00000288218,85156330
ENSG00000237267,85197764
ENSG00000287057,85199002
ENSG00000242612,401885
ENSG00000266805,9506242
ENSG00000110756,18321946
ENSG00000223993,85432403
ENSG00000017797,9475009
ENSG00000282738,36161607
ENSG00000119801,30146941
ENSG00000133739,85107238
ENSG00000274803,70780935
ENSG00000172932,67289300
ENSG00000270954,74804473
ENSG00000119121,74887824
ENSG00000022976,102317377
ENSG00000176170,76376584
ENSG00000226759,57860532
ENSG00000196967,37172627
ENSG00000162592,3746460
ENSG00000233216,58228682
ENSG00000286918,58546168
ENSG00000227935,57386576
ENSG00000162600,58530601
ENSG00000214429,78412793
ENSG00000250150,167308624
ENSG00000233849,70301451
ENSG00000035141,70301925
ENSG00000266923,92421531
ENSG00000257127,92421531
ENSG00000174775,533453
ENSG00000205057,92428095
ENSG00000205056,92466451
ENSG00000267437,37141594
ENSG00000226686,37251912
ENSG00000248913,167648430
ENSG00000270336,167741879
ENSG00000270470,78437850
ENSG00000287188,168194397
ENSG00000248601,168113229
ENSG00000115884,20224802
ENSG00000109511,168092537
ENSG00000277389,1694414
ENSG00000281618,1729629
ENSG00000237329,31036734
ENSG00000253884,43246755
ENSG00000235805,44709311
ENSG00000149089,34890504
ENSG00000277177,54243339
ENSG00000255166,43247191
ENSG00000095627,114179270
ENSG00000253312,43251711
ENSG00000105711,35030470
ENSG00000267605,37304110
ENSG00000257228,41473365
ENSG00000165966,41188320
ENSG00000286492,111860660
ENSG00000240891,111674676
ENSG00000170948,8832398
ENSG00000116898,36464146
ENSG00000075643,36187497
ENSG00000197050,37007857
ENSG00000239285,31659349
ENSG00000236888,57605847
ENSG00000269400,8833065
ENSG00000236341,56963886
ENSG00000234877,78597911
ENSG00000113555,141954972
ENSG00000172382,2720115
ENSG00000286260,78930777
ENSG00000181143,8971664
ENSG00000279652,35992321
ENSG00000235453,32551144
ENSG00000165188,113298960
ENSG00000146281,89146055
ENSG00000206408,31656092
ENSG00000267518,76345761
ENSG00000223479,73635216
ENSG00000243775,158857579
ENSG00000240766,111677343
ENSG00000285159,158853588
ENSG00000285778,73915129
ENSG00000103202,396725
ENSG00000203711,158869848
ENSG00000165131,142939343
ENSG00000144824,111732497
ENSG00000267699,50968019
ENSG00000253186,43253732
ENSG00000108379,46818518
ENSG00000253606,43270198
ENSG00000232303,32566148
ENSG00000234713,43276270
ENSG00000253707,43284626
ENSG00000165264,32572881
ENSG00000196653,44712660
ENSG00000013561,141958328
ENSG00000237025,123878590
ENSG00000142871,85580761
ENSG00000141646,51028394
ENSG00000082641,48048329
ENSG00000101966,123859724
ENSG00000274849,36189824
ENSG00000286449,37304451
ENSG00000162620,74074661
ENSG00000286150,100421655
ENSG00000251219,100791170
ENSG00000251636,100814214
ENSG00000213076,158921599
ENSG00000254514,45582525
ENSG00000164035,100517851
ENSG00000230483,2404515
ENSG00000070985,2422920
ENSG00000214533,65666695
ENSG00000175264,45665178
ENSG00000234255,65456305
ENSG00000267682,37337236
ENSG00000110435,34915829
ENSG00000181666,37312837
ENSG00000104412,108443601
ENSG00000235725,65640115
ENSG00000146276,89217201
ENSG00000226032,159095729
ENSG00000204929,65436711
ENSG00000270992,130255902
ENSG00000130363,158999435
ENSG00000255091,45651529
ENSG00000235411,20239892
ENSG00000166578,113220997
ENSG00000197579,32552434
ENSG00000129028,70891844
ENSG00000167280,79074824
ENSG00000255426,45735704
ENSG00000254519,45722305
ENSG00000280257,65790039
ENSG00000223739,65511771
ENSG00000237979,65501680
ENSG00000281920,65623272
ENSG00000259470,70858714
ENSG00000166173,70853889
ENSG00000258262,92530460
ENSG00000283176,133515506
ENSG00000230285,85599131
ENSG00000283197,133516184
ENSG00000277566,113249466
ENSG00000008513,133571693
ENSG00000153531,113453224
ENSG00000114353,50226292
ENSG00000285492,159121250
ENSG00000188811,39038306
ENSG00000105877,21543039
ENSG00000224478,159094093
ENSG00000138688,122152333
ENSG00000197993,142962204
ENSG00000271913,158988178
ENSG00000287537,49538405
ENSG00000198301,75957325
ENSG00000259744,70849232
ENSG00000164691,159044879
ENSG00000197557,177612999
ENSG00000237331,123873809
ENSG00000237655,177603089
ENSG00000229547,84934151
ENSG00000274767,36183235
ENSG00000105967,116030633
ENSG00000276085,36195798
ENSG00000225023,29824558
ENSG00000225656,230824664
ENSG00000163563,158831351
ENSG00000232253,29849309
ENSG00000230419,29878575
ENSG00000227296,29879033
ENSG00000187778,49560295
ENSG00000288037,230890061
ENSG00000223393,230868948
ENSG00000158955,46833201
ENSG00000287507,43768320
ENSG00000160213,43776204
ENSG00000266341,48060556
ENSG00000287395,230889949
ENSG00000267332,9019344
ENSG00000119280,230868180
ENSG00000267154,9083112
ENSG00000170929,9087061
ENSG00000254066,165241629
ENSG00000170923,9107314
ENSG00000141642,50967991
ENSG00000285526,35106510
ENSG00000262031,46911444
ENSG00000225094,109553243
ENSG00000161807,9114828
ENSG00000253693,165349030
ENSG00000179066,35090930
ENSG00000253512,165782805
ENSG00000246283,42739118
ENSG00000253946,165905126
ENSG00000261886,46922811
ENSG00000278765,48066704
ENSG00000227392,35106229
ENSG00000254252,166028567
ENSG00000275787,9122160
ENSG00000230781,84973217
ENSG00000254171,166128498
ENSG00000286877,42749081
ENSG00000170920,9126012
ENSG00000229119,166382305
ENSG00000128881,42920438
ENSG00000255545,134436473
ENSG00000254130,166925963
ENSG00000111886,89269011
ENSG00000253713,167119471
ENSG00000223842,219225312
ENSG00000234030,43783123
ENSG00000253469,167168204
ENSG00000277007,219270774
ENSG00000287676,219294982
ENSG00000229022,241831935
ENSG00000105707,35041722
ENSG00000258317,56129241
ENSG00000250223,100675048
ENSG00000274330,70230224
ENSG00000258345,56119924
ENSG00000108468,48100755
ENSG00000229849,158878746
ENSG00000135482,56118266
ENSG00000254573,134563396
ENSG00000137090,841690
ENSG00000286374,134655769
ENSG00000275719,46787815
ENSG00000254989,134671967
ENSG00000253357,167721363
ENSG00000269487,46728603
ENSG00000253660,167953392
ENSG00000285640,134701411
ENSG00000254187,167660058
ENSG00000254365,167294251
ENSG00000105281,46787400
ENSG00000220418,89301783
ENSG00000253978,168232304
ENSG00000237276,16217127
ENSG00000279739,168128856
ENSG00000254297,167303123
ENSG00000253947,167966990
ENSG00000253925,168186111
ENSG00000114735,50569152
ENSG00000139641,56118250
ENSG00000076826,7595902
ENSG00000197043,151105245
ENSG00000253527,167309799
ENSG00000061656,35615829
ENSG00000283446,85143427
ENSG00000235461,85210684
ENSG00000240912,114103249
ENSG00000263033,11196177
ENSG00000145934,167284799
ENSG00000179468,143026158
ENSG00000239293,143047409
ENSG00000250509,180416949
ENSG00000278572,26220368
ENSG00000155008,85003877
ENSG00000236155,26209741
ENSG00000270610,70234495
ENSG00000235812,70245491
ENSG00000254099,141982615
ENSG00000253657,108572643
ENSG00000271871,141952419
ENSG00000251527,65858761
ENSG00000283312,231493708
ENSG00000283491,231507169
ENSG00000151849,24922761
ENSG00000170619,144850548
ENSG00000225998,31882783
ENSG00000228536,219459075
ENSG00000258644,70416900
ENSG00000241804,59535863
ENSG00000225673,60730055
ENSG00000240097,60616822
ENSG00000243903,59388671
ENSG00000244183,60732144
ENSG00000243295,59065150
ENSG00000130803,9140397
ENSG00000164074,127965306
ENSG00000189283,61251301
ENSG00000224774,31655985
ENSG00000276846,37314868
ENSG00000184788,85107328
ENSG00000260799,42800968
ENSG00000189164,37371061
ENSG00000147789,144827464
ENSG00000278095,26273329
ENSG00000256185,26336825
ENSG00000286752,26167629
ENSG00000123096,26121991
ENSG00000197013,21496682
ENSG00000242391,52881600
ENSG00000288398,16228674
ENSG00000133983,70359519
ENSG00000203995,52842511
ENSG00000163660,157159792
ENSG00000276391,85207187
ENSG00000255344,134714542
ENSG00000122679,45157791
ENSG00000251226,134735596
ENSG00000088543,50567463
ENSG00000255327,134950708
ENSG00000287649,59809269
ENSG00000232407,60690225
ENSG00000287251,134980235
ENSG00000242545,59510392
ENSG00000279046,134985683
ENSG00000183137,109095110
ENSG00000268747,21276023
ENSG00000285735,135007513
ENSG00000240522,21149648
ENSG00000253580,108652373
ENSG00000255512,135075611
ENSG00000268598,21063924
ENSG00000164841,108787476
ENSG00000132881,16236631
ENSG00000269839,21245112
ENSG00000172687,21358930
ENSG00000253949,108581062
ENSG00000253796,109063289
ENSG00000232054,124280530
ENSG00000282419,124246249
ENSG00000237426,124173001
ENSG00000253372,122807746
ENSG00000174417,109086585
ENSG00000275295,45303620
ENSG00000164073,127965072
ENSG00000213463,70416900
ENSG00000286738,45268681
ENSG00000233929,16241213
ENSG00000279936,37401404
ENSG00000178764,122781655
ENSG00000271182,21634833
ENSG00000234359,45391626
ENSG00000268322,21318161
ENSG00000271598,21025915
ENSG00000226999,45534523
ENSG00000082512,211326615
ENSG00000268995,21188598
ENSG00000225537,45460712
ENSG00000268555,21586863
ENSG00000256894,26125983
ENSG00000261026,22679013
ENSG00000164088,52245886
ENSG00000089356,35115879
ENSG00000123095,26124718
ENSG00000268326,20972262
ENSG00000269012,20961057
ENSG00000037637,16352255
ENSG00000274503,21592727
ENSG00000242291,21233335
ENSG00000196705,21142024
ENSG00000259033,70255643
ENSG00000229941,177698429
ENSG00000164649,21945781
ENSG00000101972,123960212
ENSG00000171827,37467585
ENSG00000064218,976655
ENSG00000213962,177997273
ENSG00000227241,178105637
ENSG00000249909,178104302
ENSG00000229744,178017993
ENSG00000238232,219557192
ENSG00000174371,241847967
ENSG00000128655,178071526
ENSG00000270980,54191582
ENSG00000228783,1011085
ENSG00000253840,54247633
ENSG00000181027,46746046
ENSG00000256234,26335820
ENSG00000286684,1041655
ENSG00000276605,54354168
ENSG00000234428,26623369
ENSG00000279086,116209234
ENSG00000286471,54381698
ENSG00000255968,26318953
ENSG00000281769,1045625
ENSG00000237813,116499354
ENSG00000255858,26301098
ENSG00000256640,26800843
ENSG00000164736,54457935
ENSG00000135269,116210539
ENSG00000123104,26832690
ENSG00000220695,100530276
ENSG00000112249,100881061
ENSG00000255737,57726271
ENSG00000135452,57738013
ENSG00000268705,21521343
ENSG00000268658,21483374
ENSG00000245928,75980790
ENSG00000138755,76007386
ENSG00000246130,23068229
ENSG00000249502,17614142
ENSG00000251136,89757045
ENSG00000120889,23027722
ENSG00000268357,21123817
ENSG00000268731,21381792
ENSG00000196437,37467087
ENSG00000002549,17577192
ENSG00000268278,21637974
ENSG00000268521,21289554
ENSG00000182141,21329210
ENSG00000132153,47802909
ENSG00000213976,21382865
ENSG00000138744,75940744
ENSG00000268240,21591778
ENSG00000268892,21221645
ENSG00000105750,20923222
ENSG00000261292,97759523
ENSG00000229839,62146808
ENSG00000104312,89757816
ENSG00000242735,62146413
ENSG00000204839,143572421
ENSG00000173163,61888724
ENSG00000249965,109555170
ENSG00000225781,143052320
ENSG00000169718,82065613
ENSG00000179420,143062330
ENSG00000135446,57752175
ENSG00000198833,89352539
ENSG00000233683,101388868
ENSG00000215263,42533389
ENSG00000160963,101362875
ENSG00000105971,116287380
ENSG00000057935,42494569
ENSG00000268119,21463744
ENSG00000255750,26319602
ENSG00000267404,36273574
ENSG00000267456,36278735
ENSG00000250318,30654298
ENSG00000100036,30635781
ENSG00000288532,26315715
ENSG00000268081,21569104
ENSG00000205913,2749545
ENSG00000269237,21405159
ENSG00000236562,66094142
ENSG00000249413,65998846
ENSG00000272304,66003281
ENSG00000160352,21082159
ENSG00000237324,74378696
ENSG00000231377,30751119
ENSG00000116783,74235387
ENSG00000167065,30663404
ENSG00000100227,42614799
ENSG00000255497,43313948
ENSG00000107669,121927844
ENSG00000188877,43292483
ENSG00000103363,2777237
ENSG00000233614,11555
ENSG00000288153,30664961
ENSG00000118620,21020657
ENSG00000100884,24070837
ENSG00000172354,100673740
ENSG00000265786,14877611
ENSG00000264061,14889988
ENSG00000273295,23901432
ENSG00000143669,235866843
ENSG00000263618,14903580
ENSG00000225282,23926900
ENSG00000264301,14969676
ENSG00000266554,14946267
ENSG00000276454,47265665
ENSG00000258181,47248124
ENSG00000206090,23939998
ENSG00000237133,33563478
ENSG00000231271,23949918
ENSG00000257925,47278916
ENSG00000152689,33436324
ENSG00000230515,7672082
ENSG00000133433,23961020
ENSG00000287119,7671330
ENSG00000258116,47341614
ENSG00000279404,20926777
ENSG00000235576,7725801
ENSG00000196268,21397119
ENSG00000139266,57755103
ENSG00000135519,49539157
ENSG00000253142,22897717
ENSG00000179388,22692791
ENSG00000258239,41698495
ENSG00000257858,41699391
ENSG00000135439,57741912
ENSG00000257784,41764144
ENSG00000272428,133540784
ENSG00000112319,133240598
ENSG00000253924,52294455
ENSG00000254793,42939310
ENSG00000186446,44729596
ENSG00000242993,95963219
ENSG00000254314,52150820
ENSG00000236664,178011907
ENSG00000228605,31656610
ENSG00000284741,178108254
ENSG00000147488,52409682
ENSG00000233613,113468901
ENSG00000167978,2752638
ENSG00000150401,113490667
ENSG00000008853,22987417
ENSG00000117174,85707629
ENSG00000228039,23963780
ENSG00000263821,14978739
ENSG00000164694,159169400
ENSG00000224205,23991336
ENSG00000099984,23980058
ENSG00000257128,41911256
ENSG00000257239,41932122
ENSG00000254342,43372559
ENSG00000286591,42023810
ENSG00000271379,42069935
ENSG00000250637,43442902
ENSG00000254069,43493937
ENSG00000237121,58783675
ENSG00000253319,43511820
ENSG00000270279,58754351
ENSG00000163807,44761495
ENSG00000237870,116286618
ENSG00000215817,219612931
ENSG00000255226,45751724
ENSG00000205106,45771432
ENSG00000254685,74198212
ENSG00000243243,116239015
ENSG00000196660,219958568
ENSG00000268649,58817132
ENSG00000151233,42144426
ENSG00000233407,50223103
ENSG00000274310,54467208
ENSG00000284696,50321017
ENSG00000270275,54479597
ENSG00000235994,167975924
ENSG00000224120,30725878
ENSG00000284645,50252569
ENSG00000213600,50239618
ENSG00000132514,7080052
ENSG00000224504,85432863
ENSG00000250470,23977405
ENSG00000272787,23969211
ENSG00000285762,23980412
ENSG00000142920,33081104
ENSG00000229921,167996206
ENSG00000120526,109333893
ENSG00000099977,23974307
ENSG00000188000,9178979
ENSG00000109991,57338374
ENSG00000125337,167996241
ENSG00000267418,9182830
ENSG00000267775,9191286
ENSG00000187847,9198354
ENSG00000144908,126180962
ENSG00000174667,9219200
ENSG00000248283,42561457
ENSG00000253418,43513643
ENSG00000254145,43539137
ENSG00000124406,42507016
ENSG00000287383,66329286
ENSG00000244099,66431092
ENSG00000188314,9235144
ENSG00000229552,29887829
ENSG00000236441,29897789
ENSG00000237521,9247344
ENSG00000229411,29899724
ENSG00000250030,67446267
ENSG00000250075,67468218
ENSG00000224526,29917655
ENSG00000220391,29917179
ENSG00000180926,9261015
ENSG00000164434,122779716
ENSG00000225980,9265440
ENSG00000286996,39420644
ENSG00000286781,39447844
ENSG00000285843,227587237
ENSG00000284643,227598893
ENSG00000226480,9278448
ENSG00000099974,23966888
ENSG00000284622,227608784
ENSG00000267510,9291515
ENSG00000259631,122985504
ENSG00000196110,9309350
ENSG00000269576,46809585
ENSG00000275862,46809583
ENSG00000269014,46828377
ENSG00000042753,46850764
ENSG00000179841,64465499
ENSG00000226864,121928312
ENSG00000099849,560404
ENSG00000233894,74468195
ENSG00000089775,64504487
ENSG00000002919,48103357
ENSG00000235086,159240786
ENSG00000259030,74198235
ENSG00000230962,85449592
ENSG00000248738,22877972
ENSG00000233682,159167249
ENSG00000229428,29923540
ENSG00000279910,85526880
ENSG00000280134,85555484
ENSG00000239497,31659867
ENSG00000172594,122789258
ENSG00000253125,22690150
ENSG00000250267,109298598
ENSG00000242931,76430417
ENSG00000234080,50326131
ENSG00000126804,64503712
ENSG00000175931,76452725
ENSG00000229316,50399647
ENSG00000134020,22927823
ENSG00000270002,85644073
ENSG00000225671,50405430
ENSG00000236606,85708760
ENSG00000234942,85577731
ENSG00000253607,123002560
ENSG00000047662,17781159
ENSG00000282071,36012540
ENSG00000142700,50420978
ENSG00000136986,123041970
ENSG00000276114,36017855
ENSG00000182771,86366314
ENSG00000266711,79132722
ENSG00000167281,79482454
ENSG00000250749,180534184
ENSG00000100714,64388031
ENSG00000113300,180494379
ENSG00000253616,23074436
ENSG00000245025,23007384
ENSG00000287812,22701218
ENSG00000232362,122859678
ENSG00000285652,122995928
ENSG00000075891,100735603
ENSG00000146352,122996235
ENSG00000107736,71396920
ENSG00000164742,45574140
ENSG00000184384,96341383
ENSG00000118579,17614641
ENSG00000136238,6374527
ENSG00000100599,92513781
ENSG00000181798,231514082
ENSG00000254298,151158428
ENSG00000285420,151173981
ENSG00000285921,96092374
ENSG00000286942,231520957
ENSG00000160007,46860997
ENSG00000129673,76453351
ENSG00000090266,140690777
ENSG00000156575,57381114
ENSG00000261541,32454612
ENSG00000260662,32460266
ENSG00000216368,10118452
ENSG00000261233,32478091
ENSG00000181355,9599672
ENSG00000228874,15131848
ENSG00000227578,15141380
ENSG00000185522,556192
ENSG00000253313,43285444
ENSG00000162444,9997206
ENSG00000072135,130356056
ENSG00000235590,58850530
ENSG00000279948,46946535
ENSG00000161055,180591411
ENSG00000236212,34209526
ENSG00000243566,76510428
ENSG00000270951,58876592
ENSG00000072182,219514170
ENSG00000279927,36066533
ENSG00000225806,58888774
ENSG00000120784,37654712
ENSG00000279217,36071000
ENSG00000279714,36091148
ENSG00000279805,36137430
ENSG00000130751,47019837
ENSG00000182168,95548734
ENSG00000231178,159383014
ENSG00000234777,159383443
ENSG00000229463,235839483
ENSG00000235674,235738005
ENSG00000173253,1049858
ENSG00000286533,159662586
ENSG00000226457,16369150
ENSG00000276413,159555964
ENSG00000237927,159588169
ENSG00000230356,34750253
ENSG00000055070,16352575
ENSG00000121104,49763892
ENSG00000216480,159526062
ENSG00000179115,12933762
ENSG00000235379,34710757
ENSG00000263278,79603761
ENSG00000197085,34758074
ENSG00000267719,79707266
ENSG00000250778,76521611
ENSG00000254815,557595
ENSG00000230305,76524515
ENSG00000243336,29996088
ENSG00000087460,58839718
ENSG00000185040,76541300
ENSG00000182156,79730943
ENSG00000233123,101568850
ENSG00000129667,76477657
ENSG00000037280,180649488
ENSG00000161328,537527
ENSG00000187258,34658239
ENSG00000286296,79539574
ENSG00000267287,79576460
ENSG00000260000,100881471
ENSG00000267409,79610747
ENSG00000230944,5256458
ENSG00000178412,79679394
ENSG00000229642,5962842
ENSG00000173894,79778148
ENSG00000144591,219498891
ENSG00000274828,79677287
ENSG00000278167,36064636
ENSG00000253551,52194362
ENSG00000240534,52313154
ENSG00000284631,227616998
ENSG00000228029,29945986
ENSG00000236116,227617478
ENSG00000257924,47353754
ENSG00000205485,76549360
ENSG00000234970,29984551
ENSG00000235952,29931441
ENSG00000232979,7735645
ENSG00000042304,227632969
ENSG00000206502,30048487
ENSG00000162621,74512526
ENSG00000257906,47377683
ENSG00000242797,52288580
ENSG00000284704,227614538
ENSG00000146707,76626708
ENSG00000168237,52287089
ENSG00000270987,100889603
ENSG00000284667,227666804
ENSG00000151577,114178657
ENSG00000231712,30209995
ENSG00000229405,7736438
ENSG00000231439,22910
ENSG00000227917,102740
ENSG00000262768,79800598
ENSG00000260803,34847
ENSG00000141570,79796930
ENSG00000279042,14990707
ENSG00000266522,15005869
ENSG00000226942,38210
ENSG00000232958,6208269
ENSG00000146966,140640504
ENSG00000226022,6148484
ENSG00000234769,17957
ENSG00000284700,50423609
ENSG00000226823,33510620
ENSG00000275824,36103979
ENSG00000224836,1151807
ENSG00000253463,123123106
ENSG00000275940,47028855
ENSG00000171817,37551406
ENSG00000181555,47120182
ENSG00000036448,2045046
ENSG00000271474,95549129
ENSG00000156381,102509529
ENSG00000156787,123041968
ENSG00000187144,16403968
ENSG00000130748,47048407
ENSG00000213626,30231534
ENSG00000262772,79822634
ENSG00000164091,52278201
ENSG00000141582,79839183
ENSG00000188629,9363020
ENSG00000227954,133511675
ENSG00000196663,102362941
ENSG00000075711,197298418
ENSG00000008277,87934143
ENSG00000274221,36090328
ENSG00000228072,33514624
ENSG00000262343,79849898
ENSG00000106436,101629041
ENSG00000223542,133439328
ENSG00000262585,79925701
ENSG00000118526,133889113
ENSG00000262188,79919357
ENSG00000142230,47113274
ENSG00000267717,51158765
ENSG00000104368,42207494
ENSG00000286308,117265272
ENSG00000176624,51196567
ENSG00000270011,9324174
ENSG00000134802,57406954
ENSG00000164758,117520713
ENSG00000282721,36073222
ENSG00000158516,130266863
ENSG00000267552,37719015
ENSG00000119812,33599169
ENSG00000238059,133510386
ENSG00000223586,133821147
ENSG00000250751,49708334
ENSG00000234567,133456534
ENSG00000218213,133676729
ENSG00000235990,241916123
ENSG00000121073,49707730
ENSG00000139546,53500921
ENSG00000162552,22142846
ENSG00000196289,241957767
ENSG00000218227,178055604
ENSG00000237494,142259404
ENSG00000180479,37594741
ENSG00000213026,241993185
ENSG00000159763,143132077
ENSG00000264093,67276118
ENSG00000197769,241998951
ENSG00000151655,7703316
ENSG00000239917,117524001
ENSG00000224625,242057085
ENSG00000232345,29961599
ENSG00000266964,35138808
ENSG00000259116,64539148
ENSG00000268289,17051994
ENSG00000131351,17075394
ENSG00000206505,29930625
ENSG00000285873,22142850
ENSG00000259966,32600299
ENSG00000234397,22322840
ENSG00000126803,64535905
ENSG00000206404,31670391
ENSG00000266975,12930522
ENSG00000279625,22364630
ENSG00000241490,114214313
ENSG00000134240,119768741
ENSG00000238038,33602041
ENSG00000258824,64448053
ENSG00000188306,169821922
ENSG00000198590,37386269
ENSG00000187999,33636502
ENSG00000196381,37692152
ENSG00000259160,64535702
ENSG00000286415,33599442
ENSG00000174255,114234631
ENSG00000272909,64440369
ENSG00000253748,43539973
ENSG00000253195,43542076
ENSG00000253845,43672823
ENSG00000262187,32618733
ENSG00000279743,51761260
ENSG00000240487,114231398
ENSG00000253198,43674270
ENSG00000172724,34691091
ENSG00000154975,52159924
ENSG00000253425,46549089
ENSG00000274538,2928824
ENSG00000236398,143183419
ENSG00000248498,46614277
ENSG00000136936,97697121
ENSG00000242387,25882026
ENSG00000124564,25849805
ENSG00000163257,17810447
ENSG00000157764,140924566
ENSG00000231808,113694
ENSG00000188227,37506939
ENSG00000015153,42238155
ENSG00000170122,116231
ENSG00000108384,58692573
ENSG00000226506,7899606
ENSG00000119906,100912963
ENSG00000230524,15180889
ENSG00000213867,30821419
ENSG00000240167,42471810
ENSG00000092108,30622319
ENSG00000258369,47463087
ENSG00000268170,143220468
ENSG00000257807,47484689
ENSG00000221937,143222037
ENSG00000280660,93762453
ENSG00000257905,47593208
ENSG00000280485,93788532
ENSG00000100346,39570753
ENSG00000224988,129883942
ENSG00000108231,93757936
ENSG00000273628,24933006
ENSG00000253771,24968206
ENSG00000287970,2134062
ENSG00000226523,42680088
ENSG00000278923,15066529
ENSG00000236008,8583717
ENSG00000251299,24943575
ENSG00000279223,143224042
ENSG00000214417,97698922
ENSG00000236130,97852916
ENSG00000273447,109692004
ENSG00000005059,109560246
ENSG00000187239,130042952
ENSG00000220305,159712801
ENSG00000260677,97743208
ENSG00000249673,2934899
ENSG00000232858,24988577
ENSG00000236790,8324542
ENSG00000185863,137171641
ENSG00000130749,47113720
ENSG00000146457,159725585
ENSG00000282527,97821687
ENSG00000131051,35741941
ENSG00000181847,114276913
ENSG00000184709,137169271
ENSG00000274364,31535263
ENSG00000261793,137171887
ENSG00000138794,109703356
ENSG00000235665,7979272
ENSG00000137875,52112238
ENSG00000101294,31514428
ENSG00000246022,126180065
ENSG00000087269,2941582
ENSG00000285591,8488420
ENSG00000286857,7937282
ENSG00000229740,8139356
ENSG00000250218,126103640
ENSG00000178919,97853226
ENSG00000188321,9323772
ENSG00000263179,11242653
ENSG00000267319,37693280
ENSG00000269099,25017404
ENSG00000267115,37503906
ENSG00000276958,25017766
ENSG00000267470,37548914
ENSG00000151846,25095868
ENSG00000105327,47220822
ENSG00000279695,25141536
ENSG00000261111,32635673
ENSG00000160058,32394404
ENSG00000185386,50270177
ENSG00000187510,92702843
ENSG00000248785,109673843
ENSG00000277099,242062384
ENSG00000180458,37548849
ENSG00000272572,100911103
ENSG00000235467,242365189
ENSG00000224525,242203555
ENSG00000198182,37719269
ENSG00000241560,114351811
ENSG00000226750,242345558
ENSG00000180287,242524088
ENSG00000258749,99512501
ENSG00000197170,67366412
ENSG00000105321,47255980
ENSG00000257195,92883773
ENSG00000090061,99481169
ENSG00000162231,62805329
ENSG00000258012,92858079
ENSG00000113966,97764521
ENSG00000280392,53991012
ENSG00000102189,92929043
ENSG00000275191,53628256
ENSG00000235183,49795343
ENSG00000262837,49834239
ENSG00000136504,49788681
ENSG00000140718,53701692
ENSG00000266916,37506583
ENSG00000259976,114314501
ENSG00000181722,115147219
ENSG00000147050,44873188
ENSG00000279619,35137645
ENSG00000221857,35138824
ENSG00000240401,55282350
ENSG00000230684,129933536
